parcelle_id,date,culture,rendement_estime,rendement_final,progression
P010,2021-08-31,Mais,6.83,,68.3
P010,2021-09-30,Mais,7.35,,85.0
P010,2021-10-31,Mais,0.0,,0.0
P010,2021-11-30,Mais,1.28,,16.7
P010,2021-12-31,Mais,2.55,,33.9
P010,2022-01-31,Mais,4.11,,51.1
P010,2022-02-28,Mais,6.28,,66.7
P010,2022-03-31,Mais,7.27,,83.9
P010,2022-04-30,Tournesol,0.0,,0.0
P010,2022-05-31,Tournesol,0.51,,20.7
P010,2022-06-30,Tournesol,01.07,,40.7
P010,2022-07-31,Tournesol,1.39,,61.3
P010,2022-08-31,Tournesol,1.88,,82.0
P010,2022-09-30,Tournesol,2.2,2.4305663364602825,100.0
P010,2022-10-31,Mais,0.0,,0.0
P010,2022-11-30,Mais,1.37,,16.7
P010,2022-12-31,Mais,2.97,,33.9
P010,2023-01-31,Mais,05.01,,51.1
P010,2023-02-28,Mais,6.6,,66.7
P010,2023-03-31,Mais,0.0,,0.0
P010,2023-04-30,Mais,1.71,,16.7
P010,2023-05-31,Mais,3.1,,33.9
P010,2023-06-30,Mais,4.91,,50.6
P010,2023-07-31,Mais,5.81,,67.8
P010,2023-08-31,Mais,7.31,,85.0
P010,2023-09-30,Mais,7.8,9.137957431159672,100.0
P010,2023-10-31,Tournesol,0.0,,0.0
P010,2023-11-30,Tournesol,0.39,,20.0
P010,2023-12-31,Tournesol,0.83,,40.7
P010,2024-01-31,Tournesol,1.43,,61.3
P010,2024-02-29,Tournesol,1.81,,80.7
P010,2024-03-31,Mais,0.0,,0.0
P010,2024-04-30,Tournesol,0.0,,0.0
P010,2024-05-31,Tournesol,0.79,,20.7
P010,2024-06-30,Tournesol,1.41,,40.7
P010,2024-07-31,Tournesol,2.16,,61.3
P010,2024-08-31,Tournesol,2.64,,82.0
P010,2024-09-30,Tournesol,3.48,3.661331093464325,100.0
P010,2024-10-31,Ble,0.0,,0.0
P010,2024-11-30,Ble,0.81,,12.5
P010,2024-12-31,Ble,1.81,,25.4
P011,2020-01-31,Tournesol,0.0,,0.0
P011,2020-02-29,Tournesol,0.44,,19.3
P011,2020-03-31,Tournesol,0.0,,0.0
P011,2020-04-30,Tournesol,0.49,,20.0
P011,2020-05-31,Tournesol,0.87,,40.7
P011,2020-06-30,Tournesol,1.15,,60.7
P011,2020-07-31,Tournesol,1.65,,81.3
P011,2020-08-31,Tournesol,1.89,2.119190939620261,100.0
P011,2020-09-30,Tournesol,1.69,2.119190939620261,100.0
P011,2020-10-31,Tournesol,1.76,2.119190939620261,100.0
P011,2020-11-30,Tournesol,1.77,2.119190939620261,100.0
P011,2020-12-31,Tournesol,2.11,2.119190939620261,100.0
P011,2021-01-31,Tournesol,2.13,2.119190939620261,100.0
P011,2021-02-28,Tournesol,2.44,2.119190939620261,100.0
P011,2021-03-31,Mais,0.0,,0.0
P011,2021-04-30,Mais,1.28,,16.7
P011,2021-05-31,Mais,2.86,,33.9
P011,2021-06-30,Mais,04.07,,50.6
P011,2021-07-31,Mais,4.36,,67.8
P011,2021-08-31,Mais,5.59,,85.0
P011,2021-09-30,Mais,6.67,7.066697523479876,100.0
P011,2021-10-31,Ble,0.0,,0.0
P011,2021-11-30,Ble,0.6,,12.5
P011,2021-12-31,Ble,1.23,,25.4
P011,2022-01-31,Ble,1.85,,38.3
P011,2022-02-28,Ble,2.3,,50.0
P011,2022-03-31,Ble,3.27,,62.9
P011,2022-04-30,Ble,0.0,,0.0
P011,2022-05-31,Ble,0.66,,12.9
P011,2022-06-30,Ble,1.15,,25.4
P011,2022-07-31,Ble,1.66,,38.3
P011,2022-08-31,Ble,2.23,,51.2
P011,2022-09-30,Ble,2.73,,63.7
P011,2022-10-31,Ble,2.9,,76.7
P011,2022-11-30,Ble,3.94,,89.2
P011,2022-12-31,Ble,4.69,4.587237922952361,100.0
P011,2023-01-31,Ble,4.64,4.587237922952361,100.0
P011,2023-02-28,Ble,05.07,4.587237922952361,100.0
P011,2023-03-31,Ble,05.07,4.587237922952361,100.0
P011,2023-04-30,Ble,0.0,,0.0
P011,2023-05-31,Ble,0.81,,12.9
P011,2023-06-30,Ble,1.52,,25.4
P011,2023-07-31,Ble,2.12,,38.3
P011,2023-08-31,Ble,2.72,,51.2
P011,2023-09-30,Ble,3.2,,63.7
P011,2023-10-31,Mais,0.0,,0.0
P011,2023-11-30,Mais,1.94,,16.7
P011,2023-12-31,Mais,3.79,,33.9
P011,2024-01-31,Mais,06.03,,51.1
P011,2024-02-29,Mais,08.05,,67.2
P011,2024-03-31,Tournesol,0.0,,0.0
P011,2024-04-30,Ble,0.0,,0.0
P011,2024-05-31,Ble,0.66,,12.9
P011,2024-06-30,Ble,1.14,,25.4
P011,2024-07-31,Ble,1.7,,38.3
P011,2024-08-31,Ble,02.07,,51.2
P011,2024-09-30,Ble,2.54,,63.7
P011,2024-10-31,Ble,0.0,,0.0
P011,2024-11-30,Ble,0.63,,12.5
P011,2024-12-31,Ble,1.3,,25.4
P012,2020-01-31,Ble,0.0,,0.0
P012,2020-02-29,Ble,0.73,,12.1
P012,2020-03-31,Tournesol,0.0,,0.0
P012,2020-04-30,Ble,0.0,,0.0
P012,2020-05-31,Ble,0.6,,12.9
P012,2020-06-30,Ble,1.14,,25.4
P012,2020-07-31,Ble,1.66,,38.3
P012,2020-08-31,Ble,02.07,,51.2
P012,2020-09-30,Ble,2.59,,63.7
P012,2020-10-31,Ble,3.16,,76.7
P012,2020-11-30,Ble,3.82,,89.2
P012,2020-12-31,Ble,4.52,4.532630496332811,100.0
P012,2021-01-31,Ble,05.02,4.532630496332811,100.0
P012,2021-02-28,Ble,4.82,4.532630496332811,100.0
P012,2021-03-31,Ble,5.29,4.532630496332811,100.0
P012,2021-04-30,Tournesol,0.0,,0.0
P012,2021-05-31,Tournesol,0.48,,20.7
P012,2021-06-30,Tournesol,0.9,,40.7
P012,2021-07-31,Tournesol,1.21,,61.3
P012,2021-08-31,Tournesol,1.57,,82.0
P012,2021-09-30,Tournesol,1.84,2.091316314332309,100.0
P012,2021-10-31,Tournesol,02.08,2.091316314332309,100.0
P012,2021-11-30,Tournesol,2.0,2.091316314332309,100.0
P012,2021-12-31,Tournesol,2.21,2.091316314332309,100.0
P012,2022-01-31,Tournesol,2.32,2.091316314332309,100.0
P012,2022-02-28,Tournesol,2.38,2.091316314332309,100.0
P012,2022-03-31,Mais,0.0,,0.0
P012,2022-04-30,Mais,2.11,,16.7
P012,2022-05-31,Mais,4.34,,33.9
P012,2022-06-30,Mais,6.2,,50.6
P012,2022-07-31,Mais,7.24,,67.8
P012,2022-08-31,Mais,09.01,,85.0
P012,2022-09-30,Mais,10.61,11.519892753544505,100.0
P012,2022-10-31,Ble,0.0,,0.0
P012,2022-11-30,Ble,0.91,,12.5
P012,2022-12-31,Ble,02.05,,25.4
P012,2023-01-31,Ble,2.97,,38.3
P012,2023-02-28,Ble,4.14,,50.0
P012,2023-03-31,Ble,5.22,,62.9
P012,2023-04-30,Mais,0.0,,0.0
P012,2023-05-31,Mais,1.9,,17.2
P012,2023-06-30,Mais,3.92,,33.9
P012,2023-07-31,Mais,5.16,,51.1
P012,2023-08-31,Mais,6.75,,68.3
P012,2023-09-30,Mais,08.09,,85.0
P012,2023-10-31,Tournesol,0.0,,0.0
P012,2023-11-30,Tournesol,0.62,,20.0
P012,2023-12-31,Tournesol,1.18,,40.7
P012,2024-01-31,Tournesol,1.75,,61.3
P012,2024-02-29,Tournesol,2.65,,80.7
P012,2024-03-31,Tournesol,0.0,,0.0
P012,2024-04-30,Tournesol,0.68,,20.0
P012,2024-05-31,Tournesol,1.26,,40.7
P012,2024-06-30,Tournesol,1.75,,60.7
P012,2024-07-31,Tournesol,2.28,,81.3
P012,2024-08-31,Tournesol,03.07,3.128827474249583,100.0
P012,2024-09-30,Tournesol,2.7,3.128827474249583,100.0
P012,2024-10-31,Tournesol,0.0,,0.0
P012,2024-11-30,Tournesol,0.74,,20.0
P012,2024-12-31,Tournesol,1.56,,40.7
P013,2020-01-31,Mais,0.0,,0.0
P013,2020-02-29,Mais,1.91,,16.1
P013,2020-03-31,Mais,0.0,,0.0
P013,2020-04-30,Mais,1.99,,16.7
P013,2020-05-31,Mais,4.37,,33.9
P013,2020-06-30,Mais,5.92,,50.6
P013,2020-07-31,Mais,7.46,,67.8
P013,2020-08-31,Mais,8.87,,85.0
P013,2020-09-30,Mais,10.05,11.497655398140772,100.0
P013,2020-10-31,Mais,10.29,11.497655398140772,100.0
P013,2020-11-30,Mais,11.35,11.497655398140772,100.0
P013,2020-12-31,Mais,11.25,11.497655398140772,100.0
P013,2021-01-31,Mais,11.35,11.497655398140772,100.0
P013,2021-02-28,Mais,13.17,11.497655398140772,100.0
P013,2021-03-31,Mais,13.19,11.497655398140772,100.0
P013,2021-04-30,Mais,0.0,,0.0
P013,2021-05-31,Mais,1.54,,17.2
P013,2021-06-30,Mais,3.1,,33.9
P013,2021-07-31,Mais,4.5,,51.1
P013,2021-08-31,Mais,5.77,,68.3
P013,2021-09-30,Mais,7.0,,85.0
P013,2021-10-31,Ble,0.0,,0.0
P013,2021-11-30,Ble,0.77,,12.5
P013,2021-12-31,Ble,1.57,,25.4
P013,2022-01-31,Ble,2.5,,38.3
P013,2022-02-28,Ble,3.52,,50.0
P013,2022-03-31,Ble,4.36,,62.9
P013,2022-04-30,Tournesol,0.0,,0.0
P013,2022-05-31,Tournesol,0.86,,20.7
P013,2022-06-30,Tournesol,1.69,,40.7
P013,2022-07-31,Tournesol,2.17,,61.3
P013,2022-08-31,Tournesol,2.89,,82.0
P013,2022-09-30,Tournesol,3.47,3.8134357827561063,100.0
P013,2022-10-31,Tournesol,3.51,3.8134357827561063,100.0
P013,2022-11-30,Tournesol,3.29,3.8134357827561063,100.0
P013,2022-12-31,Tournesol,3.78,3.8134357827561063,100.0
P013,2023-01-31,Tournesol,3.84,3.8134357827561063,100.0
P013,2023-02-28,Tournesol,4.0,3.8134357827561063,100.0
P013,2023-03-31,Tournesol,0.0,,0.0
P013,2023-04-30,Ble,0.0,,0.0
P013,2023-05-31,Ble,1.0,,12.9
P013,2023-06-30,Ble,1.75,,25.4
P013,2023-07-31,Ble,2.73,,38.3
P013,2023-08-31,Ble,3.19,,51.2
P013,2023-09-30,Ble,04.06,,63.7
P013,2023-10-31,Ble,0.0,,0.0
P013,2023-11-30,Ble,0.92,,12.5
P013,2023-12-31,Ble,1.98,,25.4
P013,2024-01-31,Ble,03.01,,38.3
P013,2024-02-29,Ble,4.25,,50.4
P013,2024-03-31,Ble,0.0,,0.0
P013,2024-04-30,Ble,0.0,,0.0
P013,2024-05-31,Ble,0.68,,12.9
P013,2024-06-30,Ble,1.13,,25.4
P013,2024-07-31,Ble,1.77,,38.3
P013,2024-08-31,Ble,2.21,,51.2
P013,2024-09-30,Ble,2.72,,63.7
P013,2024-10-31,Mais,0.0,,0.0
P013,2024-11-30,Mais,1.58,,16.7
P013,2024-12-31,Mais,3.14,,33.9
P014,2020-01-31,Mais,0.0,,0.0
P014,2020-02-29,Mais,1.59,,16.1
P014,2020-03-31,Mais,0.0,,0.0
P014,2020-04-30,Mais,2.1,,16.7
P014,2020-05-31,Mais,4.19,,33.9
P014,2020-06-30,Mais,5.57,,50.6
P014,2020-07-31,Mais,7.35,,67.8
P014,2020-08-31,Mais,8.4,,85.0
P014,2020-09-30,Mais,10.37,11.643011557190846,100.0
P014,2020-10-31,Ble,0.0,,0.0
P014,2020-11-30,Ble,0.61,,12.5
P014,2020-12-31,Ble,1.5,,25.4
P014,2021-01-31,Ble,02.01,,38.3
P014,2021-02-28,Ble,3.11,,50.0
P014,2021-03-31,Ble,3.77,,62.9
P014,2021-04-30,Ble,0.0,,0.0
P014,2021-05-31,Ble,0.66,,12.9
P014,2021-06-30,Ble,1.22,,25.4
P014,2021-07-31,Ble,1.79,,38.3
P014,2021-08-31,Ble,2.4,,51.2
P014,2021-09-30,Ble,2.85,,63.7
P014,2021-10-31,Tournesol,0.0,,0.0
P014,2021-11-30,Tournesol,0.59,,20.0
P014,2021-12-31,Tournesol,1.17,,40.7
P014,2022-01-31,Tournesol,1.87,,61.3
P014,2022-02-28,Tournesol,2.56,,80.0
P014,2022-03-31,Tournesol,03.09,2.944854839205108,100.0
P014,2022-04-30,Ble,0.0,,0.0
P014,2022-05-31,Ble,01.05,,12.9
P014,2022-06-30,Ble,1.96,,25.4
P014,2022-07-31,Ble,2.85,,38.3
P014,2022-08-31,Ble,3.72,,51.2
P014,2022-09-30,Ble,4.9,,63.7
P014,2022-10-31,Ble,5.66,,76.7
P014,2022-11-30,Ble,6.81,,89.2
P014,2022-12-31,Ble,7.84,7.730817378145139,100.0
P014,2023-01-31,Ble,7.9,7.730817378145139,100.0
P014,2023-02-28,Ble,8.44,7.730817378145139,100.0
P014,2023-03-31,Ble,8.1,7.730817378145139,100.0
P014,2023-04-30,Mais,0.0,,0.0
P014,2023-05-31,Mais,1.78,,17.2
P014,2023-06-30,Mais,2.89,,33.9
P014,2023-07-31,Mais,4.59,,51.1
P014,2023-08-31,Mais,5.55,,68.3
P014,2023-09-30,Mais,6.47,,85.0
P014,2023-10-31,Mais,8.24,9.133858822272629,100.0
P014,2023-11-30,Mais,8.54,9.133858822272629,100.0
P014,2023-12-31,Mais,9.57,9.133858822272629,100.0
P014,2024-01-31,Mais,9.28,9.133858822272629,100.0
P014,2024-02-29,Mais,10.14,9.133858822272629,100.0
P014,2024-03-31,Mais,0.0,,0.0
P014,2024-04-30,Mais,1.96,,16.7
P014,2024-05-31,Mais,3.83,,33.9
P014,2024-06-30,Mais,5.13,,50.6
P014,2024-07-31,Mais,07.01,,67.8
P014,2024-08-31,Mais,7.91,,85.0
P014,2024-09-30,Mais,9.15,10.874956304533352,100.0
P014,2024-10-31,Mais,10.18,10.874956304533352,100.0
P014,2024-11-30,Mais,10.16,10.874956304533352,100.0
P014,2024-12-31,Mais,11.49,10.874956304533352,100.0
P015,2020-01-31,Ble,0.0,,0.0
P015,2020-02-29,Ble,0.98,,12.1
P015,2020-03-31,Ble,0.0,,0.0
P015,2020-04-30,Tournesol,0.0,,0.0
P015,2020-05-31,Tournesol,0.67,,20.7
P015,2020-06-30,Tournesol,1.33,,40.7
P015,2020-07-31,Tournesol,1.88,,61.3
P015,2020-08-31,Tournesol,2.38,,82.0
P015,2020-09-30,Tournesol,2.59,3.1286593522083934,100.0
P015,2020-10-31,Ble,0.0,,0.0
P015,2020-11-30,Ble,0.72,,12.5
P015,2020-12-31,Ble,1.45,,25.4
P015,2021-01-31,Ble,2.2,,38.3
P015,2021-02-28,Ble,03.05,,50.0
P015,2021-03-31,Mais,0.0,,0.0
P015,2021-04-30,Mais,1.65,,16.7
P015,2021-05-31,Mais,3.28,,33.9
P015,2021-06-30,Mais,4.75,,50.6
P015,2021-07-31,Mais,7.1,,67.8
P015,2021-08-31,Mais,7.49,,85.0
P015,2021-09-30,Mais,8.41,9.39090053373656,100.0
P015,2021-10-31,Tournesol,0.0,,0.0
P015,2021-11-30,Tournesol,0.67,,20.0
P015,2021-12-31,Tournesol,1.59,,40.7
P015,2022-01-31,Tournesol,2.48,,61.3
P015,2022-02-28,Tournesol,3.74,,80.0
P015,2022-03-31,Mais,0.0,,0.0
P015,2022-04-30,Tournesol,0.0,,0.0
P015,2022-05-31,Tournesol,0.59,,20.7
P015,2022-06-30,Tournesol,1.14,,40.7
P015,2022-07-31,Tournesol,1.58,,61.3
P015,2022-08-31,Tournesol,1.93,,82.0
P015,2022-09-30,Tournesol,2.36,2.6850013730365174,100.0
P015,2022-10-31,Ble,0.0,,0.0
P015,2022-11-30,Ble,0.58,,12.5
P015,2022-12-31,Ble,1.15,,25.4
P015,2023-01-31,Ble,2.0,,38.3
P015,2023-02-28,Ble,2.75,,50.0
P015,2023-03-31,Ble,3.45,,62.9
P015,2023-04-30,Ble,3.57,,75.4
P015,2023-05-31,Ble,4.44,,88.3
P015,2023-06-30,Ble,4.53,4.7554445173866355,100.0
P015,2023-07-31,Ble,4.87,4.7554445173866355,100.0
P015,2023-08-31,Ble,4.44,4.7554445173866355,100.0
P015,2023-09-30,Ble,4.4,4.7554445173866355,100.0
P015,2023-10-31,Ble,0.0,,0.0
P015,2023-11-30,Ble,0.68,,12.5
P015,2023-12-31,Ble,1.47,,25.4
P015,2024-01-31,Ble,2.18,,38.3
P015,2024-02-29,Ble,3.14,,50.4
P015,2024-03-31,Ble,3.62,,63.3
P015,2024-04-30,Tournesol,0.0,,0.0
P015,2024-05-31,Tournesol,0.47,,20.7
P015,2024-06-30,Tournesol,0.95,,40.7
P015,2024-07-31,Tournesol,1.29,,61.3
P015,2024-08-31,Tournesol,1.59,,82.0
P015,2024-09-30,Tournesol,02.04,2.138828268208038,100.0
P015,2024-10-31,Mais,0.0,,0.0
P015,2024-11-30,Mais,1.26,,16.7
P015,2024-12-31,Mais,2.29,,33.9
P016,2020-01-31,Ble,0.0,,0.0
P016,2020-02-29,Ble,0.87,,12.1
P016,2020-03-31,Ble,1.69,,25.0
P016,2020-04-30,Mais,0.0,,0.0
P016,2020-05-31,Mais,2.2,,17.2
P016,2020-06-30,Mais,04.03,,33.9
P016,2020-07-31,Mais,5.95,,51.1
P016,2020-08-31,Mais,7.55,,68.3
P016,2020-09-30,Mais,09.04,,85.0
P016,2020-10-31,Mais,0.0,,0.0
P016,2020-11-30,Mais,1.76,,16.7
P016,2020-12-31,Mais,04.03,,33.9
P016,2021-01-31,Mais,6.2,,51.1
P016,2021-02-28,Mais,8.83,,66.7
P016,2021-03-31,Ble,0.0,,0.0
P016,2021-04-30,Ble,01.06,,12.5
P016,2021-05-31,Ble,1.97,,25.4
P016,2021-06-30,Ble,2.59,,37.9
P016,2021-07-31,Ble,3.99,,50.8
P016,2021-08-31,Ble,4.4,,63.7
P016,2021-09-30,Ble,5.32,,76.2
P016,2021-10-31,Mais,0.0,,0.0
P016,2021-11-30,Mais,1.72,,16.7
P016,2021-12-31,Mais,3.46,,33.9
P016,2022-01-31,Mais,5.36,,51.1
P016,2022-02-28,Mais,7.1,,66.7
P016,2022-03-31,Mais,0.0,,0.0
P016,2022-04-30,Tournesol,0.0,,0.0
P016,2022-05-31,Tournesol,0.68,,20.7
P016,2022-06-30,Tournesol,1.34,,40.7
P016,2022-07-31,Tournesol,1.85,,61.3
P016,2022-08-31,Tournesol,2.24,,82.0
P016,2022-09-30,Tournesol,2.68,3.0805000096992226,100.0
P016,2022-10-31,Tournesol,2.73,3.0805000096992226,100.0
P016,2022-11-30,Tournesol,3.18,3.0805000096992226,100.0
P016,2022-12-31,Tournesol,2.98,3.0805000096992226,100.0
P016,2023-01-31,Tournesol,3.19,3.0805000096992226,100.0
P016,2023-02-28,Tournesol,3.59,3.0805000096992226,100.0
P016,2023-03-31,Tournesol,0.0,,0.0
P016,2023-04-30,Ble,0.0,,0.0
P016,2023-05-31,Ble,0.85,,12.9
P016,2023-06-30,Ble,1.29,,25.4
P016,2023-07-31,Ble,02.06,,38.3
P016,2023-08-31,Ble,2.7,,51.2
P016,2023-09-30,Ble,3.11,,63.7
P016,2023-10-31,Ble,0.0,,0.0
P016,2023-11-30,Ble,0.48,,12.5
P016,2023-12-31,Ble,01.05,,25.4
P016,2024-01-31,Ble,1.71,,38.3
P016,2024-02-29,Ble,2.44,,50.4
P016,2024-03-31,Mais,0.0,,0.0
P016,2024-04-30,Mais,1.78,,16.7
P016,2024-05-31,Mais,3.45,,33.9
P016,2024-06-30,Mais,5.58,,50.6
P016,2024-07-31,Mais,6.81,,67.8
P016,2024-08-31,Mais,8.33,,85.0
P016,2024-09-30,Mais,9.39,10.10772535518038,100.0
P016,2024-10-31,Ble,0.0,,0.0
P016,2024-11-30,Ble,0.63,,12.5
P016,2024-12-31,Ble,1.5,,25.4
P017,2020-01-31,Tournesol,0.0,,0.0
P017,2020-02-29,Tournesol,0.44,,19.3
P017,2020-03-31,Ble,0.0,,0.0
P017,2020-04-30,Ble,0.0,,0.0
P017,2020-05-31,Ble,0.65,,12.9
P017,2020-06-30,Ble,1.29,,25.4
P017,2020-07-31,Ble,1.83,,38.3
P017,2020-08-31,Ble,2.21,,51.2
P017,2020-09-30,Ble,2.98,,63.7
P017,2020-10-31,Ble,3.35,,76.7
P017,2020-11-30,Ble,4.12,,89.2
P017,2020-12-31,Ble,4.68,4.67372866082127,100.0
P017,2021-01-31,Ble,4.75,4.67372866082127,100.0
P017,2021-02-28,Ble,05.02,4.67372866082127,100.0
P017,2021-03-31,Mais,0.0,,0.0
P017,2021-04-30,Mais,1.26,,16.7
P017,2021-05-31,Mais,2.52,,33.9
P017,2021-06-30,Mais,3.67,,50.6
P017,2021-07-31,Mais,4.78,,67.8
P017,2021-08-31,Mais,5.94,,85.0
P017,2021-09-30,Mais,6.34,7.462872010576774,100.0
P017,2021-10-31,Mais,7.43,7.462872010576774,100.0
P017,2021-11-30,Mais,6.86,7.462872010576774,100.0
P017,2021-12-31,Mais,7.68,7.462872010576774,100.0
P017,2022-01-31,Mais,7.92,7.462872010576774,100.0
P017,2022-02-28,Mais,7.9,7.462872010576774,100.0
P017,2022-03-31,Tournesol,0.0,,0.0
P017,2022-04-30,Tournesol,0.81,,20.0
P017,2022-05-31,Tournesol,1.7,,40.7
P017,2022-06-30,Tournesol,2.21,,60.7
P017,2022-07-31,Tournesol,2.86,,81.3
P017,2022-08-31,Tournesol,3.55,3.770633484232154,100.0
P017,2022-09-30,Tournesol,3.45,3.770633484232154,100.0
P017,2022-10-31,Tournesol,0.0,,0.0
P017,2022-11-30,Tournesol,0.57,,20.0
P017,2022-12-31,Tournesol,1.17,,40.7
P017,2023-01-31,Tournesol,02.06,,61.3
P017,2023-02-28,Tournesol,2.74,,80.0
P017,2023-03-31,Mais,0.0,,0.0
P017,2023-04-30,Ble,0.0,,0.0
P017,2023-05-31,Ble,0.98,,12.9
P017,2023-06-30,Ble,1.82,,25.4
P017,2023-07-31,Ble,2.68,,38.3
P017,2023-08-31,Ble,3.27,,51.2
P017,2023-09-30,Ble,4.56,,63.7
P017,2023-10-31,Tournesol,0.0,,0.0
P017,2023-11-30,Tournesol,0.61,,20.0
P017,2023-12-31,Tournesol,1.26,,40.7
P017,2024-01-31,Tournesol,1.88,,61.3
P017,2024-02-29,Tournesol,2.61,,80.7
P017,2024-03-31,Tournesol,0.0,,0.0
P017,2024-04-30,Mais,0.0,,0.0
P017,2024-05-31,Mais,1.47,,17.2
P017,2024-06-30,Mais,2.91,,33.9
P017,2024-07-31,Mais,4.2,,51.1
P017,2024-08-31,Mais,4.54,,68.3
P017,2024-09-30,Mais,6.31,,85.0
P017,2024-10-31,Mais,0.0,,0.0
P017,2024-11-30,Mais,1.3,,16.7
P017,2024-12-31,Mais,2.63,,33.9
P018,2020-01-31,Mais,0.0,,0.0
P018,2020-02-29,Mais,1.98,,16.1
P018,2020-03-31,Ble,0.0,,0.0
P018,2020-04-30,Ble,0.0,,0.0
P018,2020-05-31,Ble,0.74,,12.9
P018,2020-06-30,Ble,1.55,,25.4
P018,2020-07-31,Ble,02.02,,38.3
P018,2020-08-31,Ble,2.96,,51.2
P018,2020-09-30,Ble,3.32,,63.7
P018,2020-10-31,Ble,0.0,,0.0
P018,2020-11-30,Ble,0.75,,12.5
P018,2020-12-31,Ble,1.68,,25.4
P018,2021-01-31,Ble,2.61,,38.3
P018,2021-02-28,Ble,04.04,,50.0
P018,2021-03-31,Ble,0.0,,0.0
P018,2021-04-30,Ble,0.7,,12.5
P018,2021-05-31,Ble,1.51,,25.4
P018,2021-06-30,Ble,1.91,,37.9
P018,2021-07-31,Ble,2.53,,50.8
P018,2021-08-31,Ble,3.32,,63.7
P018,2021-09-30,Ble,3.29,,76.2
P018,2021-10-31,Mais,0.0,,0.0
P018,2021-11-30,Mais,1.66,,16.7
P018,2021-12-31,Mais,3.65,,33.9
P018,2022-01-31,Mais,5.92,,51.1
P018,2022-02-28,Mais,8.93,,66.7
P018,2022-03-31,Mais,9.79,,83.9
P018,2022-04-30,Mais,11.58,10.795263437583607,100.0
P018,2022-05-31,Mais,10.56,10.795263437583607,100.0
P018,2022-06-30,Mais,10.98,10.795263437583607,100.0
P018,2022-07-31,Mais,10.2,10.795263437583607,100.0
P018,2022-08-31,Mais,9.89,10.795263437583607,100.0
P018,2022-09-30,Mais,9.9,10.795263437583607,100.0
P018,2022-10-31,Mais,0.0,,0.0
P018,2022-11-30,Mais,1.17,,16.7
P018,2022-12-31,Mais,2.51,,33.9
P018,2023-01-31,Mais,04.02,,51.1
P018,2023-02-28,Mais,5.13,,66.7
P018,2023-03-31,Mais,7.0,,83.9
P018,2023-04-30,Mais,0.0,,0.0
P018,2023-05-31,Mais,1.43,,17.2
P018,2023-06-30,Mais,2.75,,33.9
P018,2023-07-31,Mais,3.8,,51.1
P018,2023-08-31,Mais,05.07,,68.3
P018,2023-09-30,Mais,6.13,,85.0
P018,2023-10-31,Ble,0.0,,0.0
P018,2023-11-30,Ble,0.78,,12.5
P018,2023-12-31,Ble,1.49,,25.4
P018,2024-01-31,Ble,2.53,,38.3
P018,2024-02-29,Ble,3.23,,50.4
P018,2024-03-31,Ble,4.36,,63.3
P018,2024-04-30,Mais,0.0,,0.0
P018,2024-05-31,Mais,02.01,,17.2
P018,2024-06-30,Mais,3.58,,33.9
P018,2024-07-31,Mais,5.3,,51.1
P018,2024-08-31,Mais,7.0,,68.3
P018,2024-09-30,Mais,8.34,,85.0
P018,2024-10-31,Mais,10.0,10.63606770122486,100.0
P018,2024-11-30,Mais,10.22,10.63606770122486,100.0
P018,2024-12-31,Mais,11.46,10.63606770122486,100.0
P019,2020-01-31,Ble,0.0,,0.0
P019,2020-02-29,Ble,0.85,,12.1
P019,2020-03-31,Ble,1.81,,25.0
P019,2020-04-30,Ble,2.66,,37.5
P019,2020-05-31,Ble,3.5,,50.4
P019,2020-06-30,Ble,3.78,,62.9
P019,2020-07-31,Ble,4.86,,75.8
P019,2020-08-31,Ble,5.29,,88.8
P019,2020-09-30,Ble,5.95,6.6048947919829155,100.0
P019,2020-10-31,Ble,0.0,,0.0
P019,2020-11-30,Ble,0.7,,12.5
P019,2020-12-31,Ble,1.39,,25.4
P019,2021-01-31,Ble,2.31,,38.3
P019,2021-02-28,Ble,3.25,,50.0
P019,2021-03-31,Tournesol,0.0,,0.0
P019,2021-04-30,Ble,0.0,,0.0
P019,2021-05-31,Ble,1.0,,12.9
P019,2021-06-30,Ble,1.92,,25.4
P019,2021-07-31,Ble,2.4,,38.3
P019,2021-08-31,Ble,3.45,,51.2
P019,2021-09-30,Ble,4.56,,63.7
P019,2021-10-31,Ble,0.0,,0.0
P019,2021-11-30,Ble,0.95,,12.5
P019,2021-12-31,Ble,02.02,,25.4
P019,2022-01-31,Ble,03.06,,38.3
P019,2022-02-28,Ble,3.91,,50.0
P019,2022-03-31,Tournesol,0.0,,0.0
P019,2022-04-30,Tournesol,0.0,,0.0
P019,2022-05-31,Tournesol,0.84,,20.7
P019,2022-06-30,Tournesol,1.42,,40.7
P019,2022-07-31,Tournesol,2.33,,61.3
P019,2022-08-31,Tournesol,2.89,,82.0
P019,2022-09-30,Tournesol,3.53,3.867728223803276,100.0
P019,2022-10-31,Tournesol,0.0,,0.0
P019,2022-11-30,Tournesol,0.54,,20.0
P019,2022-12-31,Tournesol,01.05,,40.7
P019,2023-01-31,Tournesol,1.78,,61.3
P019,2023-02-28,Tournesol,2.3,,80.0
P019,2023-03-31,Tournesol,0.0,,0.0
P019,2023-04-30,Tournesol,0.81,,20.0
P019,2023-05-31,Tournesol,1.68,,40.7
P019,2023-06-30,Tournesol,2.33,,60.7
P019,2023-07-31,Tournesol,2.76,,81.3
